Team,G,Date,Start (ET),,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
LAC,4,Wed Oct 27 2021,10:30p,,Box Score,,Cleveland Cavaliers,L,,79,92,1,3,L 1,
LAC,5,Fri Oct 29 2021,10:00p,,Box Score,@,Portland Trail Blazers,L,,92,111,1,4,L 2,
LAC,6,Mon Nov 1 2021,10:30p,,Box Score,,Oklahoma City Thunder,W,,99,94,2,4,W 1,
LAC,7,Wed Nov 3 2021,8:00p,,Box Score,@,Minnesota Timberwolves,W,,126,115,3,4,W 2,
LAC,8,Fri Nov 5 2021,8:00p,,Box Score,@,Minnesota Timberwolves,W,,104,84,4,4,W 3,
LAC,9,Sun Nov 7 2021,9:00p,,Box Score,,Charlotte Hornets,W,,120,106,5,4,W 4,
LAC,10,Tue Nov 9 2021,10:00p,,Box Score,,Portland Trail Blazers,W,,117,109,6,4,W 5,
LAC,11,Thu Nov 11 2021,10:30p,,Box Score,,Miami Heat,W,,112,109,7,4,W 6,
LAC,12,Sat Nov 13 2021,10:30p,,Box Score,,Minnesota Timberwolves,W,,129,102,8,4,W 7,
LAC,13,Sun Nov 14 2021,9:30p,,Box Score,,Chicago Bulls,L,,90,100,8,5,L 1,
LAC,14,Tue Nov 16 2021,10:30p,,Box Score,,San Antonio Spurs,W,,106,92,9,5,W 1,
LAC,15,Thu Nov 18 2021,8:00p,,Box Score,@,Memphis Grizzlies,L,,108,120,9,6,L 1,
LAC,16,Fri Nov 19 2021,8:00p,,Box Score,@,New Orleans Pelicans,L,,81,94,9,7,L 2,
LAC,17,Sun Nov 21 2021,3:30p,,Box Score,,Dallas Mavericks,W,,97,91,10,7,W 1,
LAC,18,Tue Nov 23 2021,10:30p,,Box Score,,Dallas Mavericks,L,OT,104,112,10,8,L 1,
LAC,19,Fri Nov 26 2021,3:30p,,Box Score,,Detroit Pistons,W,,107,96,11,8,W 1,
LAC,20,Sun Nov 28 2021,3:30p,,Box Score,,Golden State Warriors,L,,90,105,11,9,L 1,
LAC,21,Mon Nov 29 2021,10:30p,,Box Score,,New Orleans Pelicans,L,,104,123,11,10,L 2,
LAC,22,Wed Dec 1 2021,10:30p,,Box Score,,Sacramento Kings,L,,115,124,11,11,L 3,
LAC,23,Fri Dec 3 2021,10:00p,,Box Score,@,Los Angeles Lakers,W,,119,115,12,11,W 1,
LAC,24,Sat Dec 4 2021,10:00p,,Box Score,@,Sacramento Kings,L,,99,104,12,12,L 1,
LAC,25,Mon Dec 6 2021,10:00p,,Box Score,@,Portland Trail Blazers,W,,102,90,13,12,W 1,
LAC,26,Wed Dec 8 2021,10:30p,,Box Score,,Boston Celtics,W,,114,111,14,12,W 2,
LAC,27,Sat Dec 11 2021,3:30p,,Box Score,,Orlando Magic,W,,106,104,15,12,W 3,
LAC,28,Mon Dec 13 2021,10:30p,,Box Score,,Phoenix Suns,W,,111,95,16,12,W 4,
LAC,29,Wed Dec 15 2021,10:00p,,Box Score,@,Utah Jazz,L,,103,124,16,13,L 1,
LAC,30,Sat Dec 18 2021,8:00p,,Box Score,@,Oklahoma City Thunder,L,,103,104,16,14,L 2,
LAC,31,Mon Dec 20 2021,10:30p,,Box Score,,San Antonio Spurs,L,,92,116,16,15,L 3,
LAC,32,Wed Dec 22 2021,10:00p,,Box Score,@,Sacramento Kings,W,,105,89,17,15,W 1,
LAC,33,Sun Dec 26 2021,9:00p,,Box Score,,Denver Nuggets,L,,100,103,17,16,L 1,
LAC,34,Mon Dec 27 2021,10:30p,,Box Score,,Brooklyn Nets,L,,108,124,17,17,L 2,
LAC,35,Wed Dec 29 2021,7:30p,,Box Score,@,Boston Celtics,W,,91,82,18,17,W 1,
LAC,36,Fri Dec 31 2021,7:30p,,Box Score,@,Toronto Raptors,L,,108,116,18,18,L 1,
LAC,37,Sat Jan 1 2022,7:30p,,Box Score,@,Brooklyn Nets,W,,120,116,19,18,W 1,
LAC,38,Mon Jan 3 2022,10:30p,,Box Score,,Minnesota Timberwolves,L,,104,122,19,19,L 1,
LAC,39,Thu Jan 6 2022,10:00p,,Box Score,@,Phoenix Suns,L,,89,106,19,20,L 2,
LAC,40,Sat Jan 8 2022,3:30p,,Box Score,,Memphis Grizzlies,L,,108,123,19,21,L 3,
LAC,41,Sun Jan 9 2022,3:30p,,Box Score,,Atlanta Hawks,W,,106,93,20,21,W 1,
LAC,42,Tue Jan 11 2022,10:30p,,Box Score,,Denver Nuggets,W,,87,85,21,21,W 2,
LAC,43,Thu Jan 13 2022,8:00p,,Box Score,@,New Orleans Pelicans,L,,89,113,21,22,L 1,
LAC,44,Sat Jan 15 2022,8:30p,,Box Score,@,San Antonio Spurs,L,,94,101,21,23,L 2,
LAC,45,Mon Jan 17 2022,3:30p,,Box Score,,Indiana Pacers,W,,139,133,22,23,W 1,
LAC,46,Wed Jan 19 2022,10:00p,,Box Score,@,Denver Nuggets,L,OT,128,130,22,24,L 1,
LAC,47,Fri Jan 21 2022,7:00p,,Box Score,@,Philadelphia 76ers,W,,102,101,23,24,W 1,
LAC,48,Sun Jan 23 2022,1:00p,,Box Score,@,New York Knicks,L,,102,110,23,25,L 1,
LAC,49,Tue Jan 25 2022,7:00p,,Box Score,@,Washington Wizards,W,,116,115,24,25,W 1,
LAC,50,Wed Jan 26 2022,7:00p,,Box Score,@,Orlando Magic,W,,111,102,25,25,W 2,
LAC,51,Fri Jan 28 2022,8:00p,,Box Score,@,Miami Heat,L,,114,121,25,26,L 1,
LAC,52,Sun Jan 30 2022,1:00p,,Box Score,@,Charlotte Hornets,W,,115,90,26,26,W 1,
LAC,53,Mon Jan 31 2022,7:00p,,Box Score,@,Indiana Pacers,L,,116,122,26,27,L 1,
LAC,54,Thu Feb 3 2022,10:00p,,Box Score,,Los Angeles Lakers,W,,111,110,27,27,W 1,
LAC,55,Sun Feb 6 2022,9:00p,,Box Score,,Milwaukee Bucks,L,,113,137,27,28,L 1,
LAC,56,Tue Feb 8 2022,8:00p,,Box Score,@,Memphis Grizzlies,L,,109,135,27,29,L 2,
LAC,57,Thu Feb 10 2022,8:30p,,Box Score,@,Dallas Mavericks,L,,105,112,27,30,L 3,
LAC,58,Sat Feb 12 2022,8:30p,,Box Score,@,Dallas Mavericks,W,,99,97,28,30,W 1,
LAC,59,Mon Feb 14 2022,10:30p,,Box Score,,Golden State Warriors,W,,119,104,29,30,W 2,
LAC,60,Tue Feb 15 2022,10:00p,,Box Score,@,Phoenix Suns,L,,96,103,29,31,L 1,
LAC,61,Thu Feb 17 2022,10:30p,,Box Score,,Houston Rockets,W,,142,111,30,31,W 1,
LAC,62,Fri Feb 25 2022,10:00p,,Box Score,@,Los Angeles Lakers,W,,105,102,31,31,W 2,
LAC,63,Sun Feb 27 2022,7:00p,,Box Score,@,Houston Rockets,W,,99,98,32,31,W 3,
LAC,64,Tue Mar 1 2022,8:00p,,Box Score,@,Houston Rockets,W,,113,100,33,31,W 4,
LAC,65,Thu Mar 3 2022,10:00p,,Box Score,,Los Angeles Lakers,W,,132,111,34,31,W 5,
LAC,66,Sun Mar 6 2022,10:00p,,Box Score,,New York Knicks,L,,93,116,34,32,L 1,
LAC,67,Tue Mar 8 2022,10:00p,,Box Score,@,Golden State Warriors,L,,97,112,34,33,L 2,
LAC,68,Wed Mar 9 2022,10:30p,,Box Score,,Washington Wizards,W,,115,109,35,33,W 1,
LAC,69,Fri Mar 11 2022,7:30p,,Box Score,@,Atlanta Hawks,L,,106,112,35,34,L 1,
LAC,70,Sun Mar 13 2022,3:00p,,Box Score,@,Detroit Pistons,W,,106,102,36,34,W 1,
LAC,71,Mon Mar 14 2022,7:00p,,Box Score,@,Cleveland Cavaliers,L,OT,111,120,36,35,L 1,
LAC,72,Wed Mar 16 2022,10:30p,,Box Score,,Toronto Raptors,L,,100,103,36,36,L 2,
LAC,73,Fri Mar 18 2022,9:00p,,Box Score,@,Utah Jazz,L,,92,121,36,37,L 3,
LAC,74,Tue Mar 22 2022,10:00p,,Box Score,@,Denver Nuggets,L,,115,127,36,38,L 4,
LAC,75,Fri Mar 25 2022,10:30p,,Box Score,,Philadelphia 76ers,L,,97,122,36,39,L 5,
LAC,76,Tue Mar 29 2022,10:00p,,Box Score,,Utah Jazz,W,,121,115,37,39,W 1,
LAC,77,Thu Mar 31 2022,8:00p,,Box Score,@,Chicago Bulls,L,OT,130,135,37,40,L 1,
LAC,78,Fri Apr 1 2022,8:00p,,Box Score,@,Milwaukee Bucks,W,,153,119,38,40,W 1,
LAC,79,Sun Apr 3 2022,9:30p,,Box Score,,New Orleans Pelicans,W,,119,100,39,40,W 2,
LAC,80,Wed Apr 6 2022,10:00p,,Box Score,,Phoenix Suns,W,,113,109,40,40,W 3,
LAC,81,Sat Apr 9 2022,9:30p,,Box Score,,Sacramento Kings,W,,117,98,41,40,W 4,
LAC,82,Sun Apr 10 2022,9:30p,,Box Score,,Oklahoma City Thunder,W,,138,88,42,40,W 5,
LAC,83,Tue Apr 12 2022,9:30p,,Box Score,@,Minnesota Timberwolves,L,,104,109,42,41,L 1,Play-In Game
LAC,84,Fri Apr 15 2022,10:00p,,Box Score,,New Orleans Pelicans,L,,101,105,42,42,L 2,Play-In Game
PHX,1,Wed Oct 20 2021,10:00p,,Box Score,,Denver Nuggets,L,,98,110,0,1,L 1,
PHX,2,Fri Oct 22 2021,10:00p,,Box Score,@,Los Angeles Lakers,W,,115,105,1,1,W 1,
PHX,3,Sat Oct 23 2021,10:00p,,Box Score,@,Portland Trail Blazers,L,,105,134,1,2,L 1,
PHX,4,Wed Oct 27 2021,10:00p,,Box Score,,Sacramento Kings,L,,107,110,1,3,L 2,
PHX,5,Sat Oct 30 2021,10:00p,,Box Score,,Cleveland Cavaliers,W,,101,92,2,3,W 1,
PHX,6,Tue Nov 2 2021,10:00p,,Box Score,,New Orleans Pelicans,W,,112,100,3,3,W 2,
PHX,7,Thu Nov 4 2021,10:00p,,Box Score,,Houston Rockets,W,,123,111,4,3,W 3,
PHX,8,Sat Nov 6 2021,10:00p,,Box Score,,Atlanta Hawks,W,,121,117,5,3,W 4,
PHX,9,Mon Nov 8 2021,10:00p,,Box Score,@,Sacramento Kings,W,,109,104,6,3,W 5,
PHX,10,Wed Nov 10 2021,9:00p,,Box Score,,Portland Trail Blazers,W,,119,109,7,3,W 6,
PHX,11,Fri Nov 12 2021,8:00p,,Box Score,@,Memphis Grizzlies,W,,119,94,8,3,W 7,
PHX,12,Sun Nov 14 2021,7:00p,,Box Score,@,Houston Rockets,W,,115,89,9,3,W 8,
PHX,13,Mon Nov 15 2021,8:00p,,Box Score,@,Minnesota Timberwolves,W,,99,96,10,3,W 9,
PHX,14,Wed Nov 17 2021,10:00p,,Box Score,,Dallas Mavericks,W,,105,98,11,3,W 10,
PHX,15,Fri Nov 19 2021,10:00p,,Box Score,,Dallas Mavericks,W,,112,104,12,3,W 11,
PHX,16,Sun Nov 21 2021,8:00p,,Box Score,,Denver Nuggets,W,,126,97,13,3,W 12,
PHX,17,Mon Nov 22 2021,8:30p,,Box Score,@,San Antonio Spurs,W,,115,111,14,3,W 13,
PHX,18,Wed Nov 24 2021,7:00p,,Box Score,@,Cleveland Cavaliers,W,,120,115,15,3,W 14,
PHX,19,Fri Nov 26 2021,7:00p,,Box Score,@,New York Knicks,W,,118,97,16,3,W 15,
PHX,20,Sat Nov 27 2021,7:30p,,Box Score,@,Brooklyn Nets,W,,113,107,17,3,W 16,
PHX,21,Tue Nov 30 2021,10:00p,,Box Score,,Golden State Warriors,W,,104,96,18,3,W 17,
PHX,22,Thu Dec 2 2021,9:00p,,Box Score,,Detroit Pistons,W,,114,103,19,3,W 18,
PHX,23,Fri Dec 3 2021,10:00p,,Box Score,@,Golden State Warriors,L,,96,118,19,4,L 1,
PHX,24,Mon Dec 6 2021,9:00p,,Box Score,,San Antonio Spurs,W,,108,104,20,4,W 1,
PHX,25,Fri Dec 10 2021,10:00p,,Box Score,,Boston Celtics,W,,111,90,21,4,W 2,
PHX,26,Mon Dec 13 2021,10:30p,,Box Score,@,Los Angeles Clippers,L,,95,111,21,5,L 1,
PHX,27,Tue Dec 14 2021,10:00p,,Box Score,@,Portland Trail Blazers,W,OT,111,107,22,5,W 1,
PHX,28,Thu Dec 16 2021,9:00p,,Box Score,,Washington Wizards,W,,118,98,23,5,W 2,
PHX,29,Sun Dec 19 2021,8:00p,,Box Score,,Charlotte Hornets,W,,137,106,24,5,W 3,
PHX,30,Tue Dec 21 2021,10:00p,,Box Score,@,Los Angeles Lakers,W,,108,90,25,5,W 4,
PHX,31,Thu Dec 23 2021,9:00p,,Box Score,,Oklahoma City Thunder,W,,113,101,26,5,W 5,
PHX,32,Sat Dec 25 2021,5:00p,,Box Score,,Golden State Warriors,L,,107,116,26,6,L 1,
PHX,33,Mon Dec 27 2021,9:00p,,Box Score,,Memphis Grizzlies,L,,113,114,26,7,L 2,
PHX,34,Wed Dec 29 2021,9:00p,,Box Score,,Oklahoma City Thunder,W,,115,97,27,7,W 1,
PHX,35,Fri Dec 31 2021,1:00p,,Box Score,@,Boston Celtics,L,,108,123,27,8,L 1,
PHX,36,Sun Jan 2 2022,7:00p,,Box Score,@,Charlotte Hornets,W,,133,99,28,8,W 1,
PHX,37,Tue Jan 4 2022,8:00p,,Box Score,@,New Orleans Pelicans,W,,123,110,29,8,W 2,
PHX,38,Thu Jan 6 2022,10:00p,,Box Score,,Los Angeles Clippers,W,,106,89,30,8,W 3,
PHX,39,Sat Jan 8 2022,9:00p,,Box Score,,Miami Heat,L,,100,123,30,9,L 1,
PHX,40,Tue Jan 11 2022,7:30p,,Box Score,@,Toronto Raptors,W,,99,95,31,9,W 1,
PHX,41,Fri Jan 14 2022,7:00p,,Box Score,@,Indiana Pacers,W,,112,94,32,9,W 2,
PHX,42,Sun Jan 16 2022,1:00p,,Box Score,@,Detroit Pistons,W,,135,108,33,9,W 3,
PHX,43,Mon Jan 17 2022,8:30p,,Box Score,@,San Antonio Spurs,W,,121,107,34,9,W 4,
PHX,44,Thu Jan 20 2022,7:30p,,Box Score,@,Dallas Mavericks,W,,109,101,35,9,W 5,
PHX,45,Sat Jan 22 2022,9:00p,,Box Score,,Indiana Pacers,W,,113,103,36,9,W 6,
PHX,46,Mon Jan 24 2022,9:00p,,Box Score,,Utah Jazz,W,,115,109,37,9,W 7,
PHX,47,Wed Jan 26 2022,10:00p,,Box Score,@,Utah Jazz,W,,105,97,38,9,W 8,
PHX,48,Fri Jan 28 2022,9:00p,,Box Score,,Minnesota Timberwolves,W,,134,124,39,9,W 9,
PHX,49,Sun Jan 30 2022,8:00p,,Box Score,,San Antonio Spurs,W,,115,110,40,9,W 10,
PHX,50,Tue Feb 1 2022,10:00p,,Box Score,,Brooklyn Nets,W,,121,111,41,9,W 11,
PHX,51,Thu Feb 3 2022,7:30p,,Box Score,@,Atlanta Hawks,L,,115,124,41,10,L 1,
PHX,52,Sat Feb 5 2022,7:00p,,Box Score,@,Washington Wizards,W,,95,80,42,10,W 1,
PHX,53,Mon Feb 7 2022,8:00p,,Box Score,@,Chicago Bulls,W,,127,124,43,10,W 2,
PHX,54,Tue Feb 8 2022,7:00p,,Box Score,@,Philadelphia 76ers,W,,114,109,44,10,W 3,
PHX,55,Thu Feb 10 2022,10:00p,,Box Score,,Milwaukee Bucks,W,,131,107,45,10,W 4,
PHX,56,Sat Feb 12 2022,9:00p,,Box Score,,Orlando Magic,W,,132,105,46,10,W 5,
PHX,57,Tue Feb 15 2022,10:00p,,Box Score,,Los Angeles Clippers,W,,103,96,47,10,W 6,
PHX,58,Wed Feb 16 2022,9:00p,,Box Score,,Houston Rockets,W,,124,121,48,10,W 7,
PHX,59,Thu Feb 24 2022,8:00p,,Box Score,@,Oklahoma City Thunder,W,,124,104,49,10,W 8,
PHX,60,Fri Feb 25 2022,9:00p,,Box Score,,New Orleans Pelicans,L,,102,117,49,11,L 1,
PHX,61,Sun Feb 27 2022,3:30p,,Box Score,,Utah Jazz,L,,114,118,49,12,L 2,
PHX,62,Wed Mar 2 2022,10:00p,,Box Score,,Portland Trail Blazers,W,,120,90,50,12,W 1,
PHX,63,Fri Mar 4 2022,10:00p,,Box Score,,New York Knicks,W,,115,114,51,12,W 2,
PHX,64,Sun Mar 6 2022,3:30p,,Box Score,@,Milwaukee Bucks,L,,122,132,51,13,L 1,
PHX,65,Tue Mar 8 2022,7:00p,,Box Score,@,Orlando Magic,W,,102,99,52,13,W 1,
PHX,66,Wed Mar 9 2022,7:30p,,Box Score,@,Miami Heat,W,,111,90,53,13,W 2,
PHX,67,Fri Mar 11 2022,9:00p,,Box Score,,Toronto Raptors,L,,112,117,53,14,L 1,
PHX,68,Sun Mar 13 2022,9:00p,,Box Score,,Los Angeles Lakers,W,,140,111,54,14,W 1,
PHX,69,Tue Mar 15 2022,8:00p,,Box Score,@,New Orleans Pelicans,W,,131,115,55,14,W 2,
PHX,70,Wed Mar 16 2022,8:00p,,Box Score,@,Houston Rockets,W,,129,112,56,14,W 3,
PHX,71,Fri Mar 18 2022,10:00p,,Box Score,,Chicago Bulls,W,,129,102,57,14,W 4,
PHX,72,Sun Mar 20 2022,6:00p,,Box Score,@,Sacramento Kings,W,OT,127,124,58,14,W 5,
PHX,73,Wed Mar 23 2022,8:00p,,Box Score,@,Minnesota Timberwolves,W,,125,116,59,14,W 6,
PHX,74,Thu Mar 24 2022,9:00p,,Box Score,@,Denver Nuggets,W,,140,130,60,14,W 7,
PHX,75,Sun Mar 27 2022,6:00p,,Box Score,,Philadelphia 76ers,W,,114,104,61,14,W 8,
PHX,76,Wed Mar 30 2022,10:00p,,Box Score,@,Golden State Warriors,W,,107,103,62,14,W 9,
PHX,77,Fri Apr 1 2022,8:00p,,Box Score,@,Memphis Grizzlies,L,,114,122,62,15,L 1,
PHX,78,Sun Apr 3 2022,7:00p,,Box Score,@,Oklahoma City Thunder,L,,96,117,62,16,L 2,
PHX,79,Tue Apr 5 2022,10:30p,,Box Score,,Los Angeles Lakers,W,,121,110,63,16,W 1,
PHX,80,Wed Apr 6 2022,10:00p,,Box Score,@,Los Angeles Clippers,L,,109,113,63,17,L 1,
PHX,81,Fri Apr 8 2022,9:30p,,Box Score,@,Utah Jazz,W,,111,105,64,17,W 1,
PHX,82,Sun Apr 10 2022,9:30p,,Box Score,,Sacramento Kings,L,,109,116,64,18,L 1,
MIA,1,Thu Oct 21 2021,8:00p,,Box Score,,Milwaukee Bucks,W,,137,95,1,0,W 1,
MIA,2,Sat Oct 23 2021,7:00p,,Box Score,@,Indiana Pacers,L,OT,91,102,1,1,L 1,
MIA,3,Mon Oct 25 2021,7:30p,,Box Score,,Orlando Magic,W,,107,90,2,1,W 1,
MIA,4,Wed Oct 27 2021,7:30p,,Box Score,@,Brooklyn Nets,W,,106,93,3,1,W 2,
MIA,5,Fri Oct 29 2021,7:30p,,Box Score,,Charlotte Hornets,W,,114,99,4,1,W 3,
MIA,6,Sat Oct 30 2021,8:00p,,Box Score,@,Memphis Grizzlies,W,,129,103,5,1,W 4,
MIA,7,Tue Nov 2 2021,7:30p,,Box Score,@,Dallas Mavericks,W,,125,110,6,1,W 5,
MIA,8,Thu Nov 4 2021,7:30p,,Box Score,,Boston Celtics,L,,78,95,6,2,L 1,
MIA,9,Sat Nov 6 2021,7:30p,,Box Score,,Utah Jazz,W,,118,115,7,2,W 1,
MIA,10,Mon Nov 8 2021,9:00p,,Box Score,@,Denver Nuggets,L,,96,113,7,3,L 1,
MIA,11,Wed Nov 10 2021,10:00p,,Box Score,@,Los Angeles Lakers,L,OT,117,120,7,4,L 2,
MIA,12,Thu Nov 11 2021,10:30p,,Box Score,@,Los Angeles Clippers,L,,109,112,7,5,L 3,
MIA,13,Sat Nov 13 2021,5:00p,,Box Score,@,Utah Jazz,W,,111,105,8,5,W 1,
MIA,14,Mon Nov 15 2021,8:00p,,Box Score,@,Oklahoma City Thunder,W,,103,90,9,5,W 2,
MIA,15,Wed Nov 17 2021,7:30p,,Box Score,,New Orleans Pelicans,W,,113,98,10,5,W 3,
MIA,16,Thu Nov 18 2021,7:30p,,Box Score,,Washington Wizards,W,,112,97,11,5,W 4,
MIA,17,Sat Nov 20 2021,7:00p,,Box Score,@,Washington Wizards,L,,100,103,11,6,L 1,
MIA,18,Tue Nov 23 2021,7:00p,,Box Score,@,Detroit Pistons,W,,100,92,12,6,W 1,
MIA,19,Wed Nov 24 2021,8:00p,,Box Score,@,Minnesota Timberwolves,L,,101,113,12,7,L 1,
MIA,20,Sat Nov 27 2021,8:00p,,Box Score,@,Chicago Bulls,W,,107,104,13,7,W 1,
MIA,21,Mon Nov 29 2021,7:30p,,Box Score,,Denver Nuggets,L,,111,120,13,8,L 1,
MIA,22,Wed Dec 1 2021,7:30p,,Box Score,,Cleveland Cavaliers,L,,85,111,13,9,L 2,
MIA,23,Fri Dec 3 2021,7:00p,,Box Score,@,Indiana Pacers,W,,113,104,14,9,W 1,
MIA,24,Sat Dec 4 2021,8:00p,,Box Score,@,Milwaukee Bucks,L,,102,124,14,10,L 1,
MIA,25,Mon Dec 6 2021,7:30p,,Box Score,,Memphis Grizzlies,L,,90,105,14,11,L 2,
MIA,26,Wed Dec 8 2021,7:30p,,Box Score,,Milwaukee Bucks,W,,113,104,15,11,W 1,
MIA,27,Sat Dec 11 2021,8:00p,,Box Score,,Chicago Bulls,W,,118,92,16,11,W 2,
MIA,28,Mon Dec 13 2021,7:00p,,Box Score,@,Cleveland Cavaliers,L,,94,105,16,12,L 1,
MIA,29,Wed Dec 15 2021,7:00p,,Box Score,@,Philadelphia 76ers,W,,101,96,17,12,W 1,
MIA,30,Fri Dec 17 2021,7:00p,,Box Score,@,Orlando Magic,W,,115,105,18,12,W 2,
MIA,31,Sun Dec 19 2021,6:00p,,Box Score,@,Detroit Pistons,L,,90,100,18,13,L 1,
MIA,32,Tue Dec 21 2021,7:30p,,Box Score,,Indiana Pacers,W,,125,96,19,13,W 1,
MIA,33,Thu Dec 23 2021,7:30p,,Box Score,,Detroit Pistons,W,,115,112,20,13,W 2,
MIA,34,Sun Dec 26 2021,3:30p,,Box Score,,Orlando Magic,W,,93,83,21,13,W 3,
MIA,35,Tue Dec 28 2021,7:30p,,Box Score,,Washington Wizards,W,,119,112,22,13,W 4,
MIA,36,Fri Dec 31 2021,7:00p,,Box Score,@,Houston Rockets,W,,120,110,23,13,W 5,
MIA,37,Sun Jan 2 2022,6:00p,,Box Score,@,Sacramento Kings,L,,113,115,23,14,L 1,
MIA,38,Mon Jan 3 2022,10:00p,,Box Score,@,Golden State Warriors,L,,108,115,23,15,L 2,
MIA,39,Wed Jan 5 2022,10:00p,,Box Score,@,Portland Trail Blazers,W,,115,109,24,15,W 1,
MIA,40,Sat Jan 8 2022,9:00p,,Box Score,@,Phoenix Suns,W,,123,100,25,15,W 2,
MIA,41,Wed Jan 12 2022,7:30p,,Box Score,@,Atlanta Hawks,W,,115,91,26,15,W 3,
MIA,42,Fri Jan 14 2022,8:00p,,Box Score,,Atlanta Hawks,W,,124,118,27,15,W 4,
MIA,43,Sat Jan 15 2022,8:00p,,Box Score,,Philadelphia 76ers,L,,98,109,27,16,L 1,
MIA,44,Mon Jan 17 2022,7:30p,,Box Score,,Toronto Raptors,W,,104,99,28,16,W 1,
MIA,45,Wed Jan 19 2022,7:30p,,Box Score,,Portland Trail Blazers,W,,104,92,29,16,W 2,
MIA,46,Fri Jan 21 2022,7:30p,,Box Score,@,Atlanta Hawks,L,,108,110,29,17,L 1,
MIA,47,Sun Jan 23 2022,6:00p,,Box Score,,Los Angeles Lakers,W,,113,107,30,17,W 1,
MIA,48,Wed Jan 26 2022,7:30p,,Box Score,,New York Knicks,W,,110,96,31,17,W 2,
MIA,49,Fri Jan 28 2022,8:00p,,Box Score,,Los Angeles Clippers,W,,121,114,32,17,W 3,
MIA,50,Sat Jan 29 2022,8:00p,,Box Score,,Toronto Raptors,L,3OT,120,124,32,18,L 1,
MIA,51,Mon Jan 31 2022,7:30p,,Box Score,@,Boston Celtics,L,,92,122,32,19,L 2,
MIA,52,Tue Feb 1 2022,7:30p,,Box Score,@,Toronto Raptors,L,,106,110,32,20,L 3,
MIA,53,Thu Feb 3 2022,7:00p,,Box Score,@,San Antonio Spurs,W,,112,95,33,20,W 1,
MIA,54,Sat Feb 5 2022,7:00p,,Box Score,@,Charlotte Hornets,W,,104,86,34,20,W 2,
MIA,55,Mon Feb 7 2022,7:00p,,Box Score,@,Washington Wizards,W,,121,100,35,20,W 3,
MIA,56,Thu Feb 10 2022,7:30p,,Box Score,@,New Orleans Pelicans,W,,112,97,36,20,W 4,
MIA,57,Sat Feb 12 2022,8:00p,,Box Score,,Brooklyn Nets,W,,115,111,37,20,W 5,
MIA,58,Tue Feb 15 2022,7:30p,,Box Score,,Dallas Mavericks,L,,99,107,37,21,L 1,
MIA,59,Thu Feb 17 2022,7:00p,,Box Score,@,Charlotte Hornets,W,2OT,111,107,38,21,W 1,
MIA,60,Fri Feb 25 2022,7:30p,,Box Score,@,New York Knicks,W,,115,100,39,21,W 2,
MIA,61,Sat Feb 26 2022,8:00p,,Box Score,,San Antonio Spurs,W,,133,129,40,21,W 3,
MIA,62,Mon Feb 28 2022,7:30p,,Box Score,,Chicago Bulls,W,,112,99,41,21,W 4,
MIA,63,Wed Mar 2 2022,8:00p,,Box Score,@,Milwaukee Bucks,L,,119,120,41,22,L 1,
MIA,64,Thu Mar 3 2022,7:30p,,Box Score,@,Brooklyn Nets,W,,113,107,42,22,W 1,
MIA,65,Sat Mar 5 2022,8:00p,,Box Score,,Philadelphia 76ers,W,,99,82,43,22,W 2,
MIA,66,Mon Mar 7 2022,7:30p,,Box Score,,Houston Rockets,W,,123,106,44,22,W 3,
MIA,67,Wed Mar 9 2022,7:30p,,Box Score,,Phoenix Suns,L,,90,111,44,23,L 1,
MIA,68,Fri Mar 11 2022,8:00p,,Box Score,,Cleveland Cavaliers,W,,117,105,45,23,W 1,
MIA,69,Sat Mar 12 2022,8:00p,,Box Score,,Minnesota Timberwolves,L,,104,113,45,24,L 1,
MIA,70,Tue Mar 15 2022,7:30p,,Box Score,,Detroit Pistons,W,,105,98,46,24,W 1,
MIA,71,Fri Mar 18 2022,8:00p,,Box Score,,Oklahoma City Thunder,W,,120,108,47,24,W 2,
MIA,72,Mon Mar 21 2022,7:30p,,Box Score,@,Philadelphia 76ers,L,,106,113,47,25,L 1,
MIA,73,Wed Mar 23 2022,7:30p,,Box Score,,Golden State Warriors,L,,104,118,47,26,L 2,
MIA,74,Fri Mar 25 2022,8:00p,,Box Score,,New York Knicks,L,,103,111,47,27,L 3,
MIA,75,Sat Mar 26 2022,8:00p,,Box Score,,Brooklyn Nets,L,,95,110,47,28,L 4,
MIA,76,Mon Mar 28 2022,7:30p,,Box Score,,Sacramento Kings,W,,123,100,48,28,W 1,
MIA,77,Wed Mar 30 2022,7:30p,,Box Score,@,Boston Celtics,W,,106,98,49,28,W 2,
MIA,78,Sat Apr 2 2022,8:00p,,Box Score,@,Chicago Bulls,W,,127,109,50,28,W 3,
MIA,79,Sun Apr 3 2022,7:00p,,Box Score,@,Toronto Raptors,W,,114,109,51,28,W 4,
MIA,80,Tue Apr 5 2022,7:30p,,Box Score,,Charlotte Hornets,W,,144,115,52,28,W 5,
MIA,81,Fri Apr 8 2022,8:00p,,Box Score,,Atlanta Hawks,W,,113,109,53,28,W 6,
MIA,82,Sun Apr 10 2022,7:00p,,Box Score,@,Orlando Magic,L,,111,125,53,29,L 1,
ATL,1,Thu Oct 21 2021,7:30p,,Box Score,,Dallas Mavericks,W,,113,87,1,0,W 1,
ATL,2,Sat Oct 23 2021,6:00p,,Box Score,@,Cleveland Cavaliers,L,,95,101,1,1,L 1,
